query,dish_name
rice sweet,doodhpak
milk meetha,doodhpak
shakahari meetha,doodhpak
doodhpak meetha,doodhpak
gujarat dish,doodhpak
gujarat sweet,doodhpak
doodhpak,doodhpak
sweet dessert,doodhpak
rice meetha,doodhpak
shakahari dish,doodhpak
milk dessert,doodhpak
doodhpak dessert,doodhpak
vegetarian dessert,doodhpak
rice dessert,doodhpak
gujarat meetha,doodhpak
meetha meetha,doodhpak
vegetarian dish,doodhpak
milk sweet,doodhpak
mahim halwa,mahim halwa
shakahari meetha,mahim halwa
semolina sweet,mahim halwa
sugar dessert,mahim halwa
mahim halwa dessert,mahim halwa
maharashtra meetha,mahim halwa
semolina meetha,mahim halwa
shakahari dish,mahim halwa
maharashtra dish,mahim halwa
maharashtra sweet,mahim halwa
vegetarian dish,mahim halwa
vegetarian dessert,mahim halwa
sugar meetha,mahim halwa
sugar sweet,mahim halwa
meetha meetha,mahim halwa
sweet dessert,mahim halwa
semolina dessert,mahim halwa
mahim halwa meetha,mahim halwa
rice flour sweet,modak
shakahari meetha,modak
rice flour dessert,modak
maharashtra meetha,modak
coconut dessert,modak
sweet dessert,modak
shakahari dish,modak
coconut sweet,modak
rice flour meetha,modak
maharashtra dish,modak
maharashtra sweet,modak
modak dessert,modak
vegetarian dessert,modak
modak meetha,modak
meetha meetha,modak
vegetarian dish,modak
coconut meetha,modak
modak,modak
meetha meetha,shankarpali
shakahari meetha,shankarpali
ghee meetha,shankarpali
sugar dessert,shankarpali
maharashtra meetha,shankarpali
sweet dessert,shankarpali
shakahari dish,shankarpali
maharashtra dish,shankarpali
maharashtra sweet,shankarpali
shankarpali,shankarpali
shankarpali dessert,shankarpali
vegetarian dessert,shankarpali
sugar meetha,shankarpali
sugar sweet,shankarpali
shankarpali meetha,shankarpali
ghee sweet,shankarpali
vegetarian dish,shankarpali
ghee dessert,shankarpali
shrikhand dessert,shrikhand
shakahari meetha,shrikhand
curd dessert,shrikhand
sugar dessert,shrikhand
maharashtra meetha,shrikhand
curd sweet,shrikhand
sweet dessert,shrikhand
shakahari dish,shrikhand
maharashtra dish,shrikhand
curd meetha,shrikhand
maharashtra sweet,shrikhand
vegetarian dessert,shrikhand
shrikhand meetha,shrikhand
sugar meetha,shrikhand
sugar sweet,shrikhand
meetha meetha,shrikhand
vegetarian dish,shrikhand
shrikhand,shrikhand
shakahari meetha,sutar feni
sutar feni dessert,sutar feni
sugar dessert,sutar feni
maharashtra meetha,sutar feni
sweet dessert,sutar feni
maida meetha,sutar feni
shakahari dish,sutar feni
maida sweet,sutar feni
maharashtra dish,sutar feni
maharashtra sweet,sutar feni
maida dessert,sutar feni
vegetarian dessert,sutar feni
sugar meetha,sutar feni
sutar feni,sutar feni
meetha meetha,sutar feni
vegetarian dish,sutar feni
sutar feni meetha,sutar feni
sugar sweet,sutar feni
fish main course,maach jhol
potol spicy,maach jhol
maach jhol,maach jhol
non shakahari main course,maach jhol
assam spicy,maach jhol
assam teekha,maach jhol
maach jhol main course,maach jhol
spicy main course,maach jhol
teekha main course,maach jhol
fish spicy,maach jhol
potol teekha,maach jhol
non vegetarian main course,maach jhol
fish teekha,maach jhol
assam dish,maach jhol
non shakahari dish,maach jhol
non vegetarian dish,maach jhol
potol main course,maach jhol
pork bharta main course,pork bharta
non shakahari main course,pork bharta
tripura dish,pork bharta
onions teekha,pork bharta
spicy main course,pork bharta
boiled pork spicy,pork bharta
pork bharta,pork bharta
tripura teekha,pork bharta
teekha main course,pork bharta
non shakahari dish,pork bharta
non vegetarian main course,pork bharta
boiled pork main course,pork bharta
onions spicy,pork bharta
boiled pork teekha,pork bharta
tripura spicy,pork bharta
onions main course,pork bharta
non vegetarian dish,pork bharta
rice sweet,chak hao kheer
manipur meetha,chak hao kheer
chak hao kheer meetha,chak hao kheer
chak hao kheer,chak hao kheer
shakahari dish,chak hao kheer
milk dessert,chak hao kheer
manipur dish,chak hao kheer
rice dessert,chak hao kheer
sweet dessert,chak hao kheer
vegetarian dish,chak hao kheer
shakahari meetha,chak hao kheer
rice meetha,chak hao kheer
meetha meetha,chak hao kheer
chak hao kheer dessert,chak hao kheer
manipur sweet,chak hao kheer
vegetarian dessert,chak hao kheer
chak hao,chak hao kheer
milk meetha,chak hao kheer
milk sweet,chak hao kheer
nagaland spicy,galho
axone main course,galho
nagaland dish,galho
non shakahari main course,galho
galho main course,galho
spicy main course,galho
rice main course,galho
teekha main course,galho
axone teekha,galho
galho,galho
non vegetarian main course,galho
nagaland teekha,galho
rice teekha,galho
axone spicy,galho
rice spicy,galho
non shakahari dish,galho
non vegetarian dish,galho
punjab dish,aloo gobi
cauliflower teekha,aloo gobi
cauliflower main course,aloo gobi
punjab spicy,aloo gobi
potato spicy,aloo gobi
aloo gobi,aloo gobi
spicy main course,aloo gobi
shakahari main course,aloo gobi
shakahari dish,aloo gobi
vegetarian main course,aloo gobi
teekha main course,aloo gobi
potato main course,aloo gobi
potato teekha,aloo gobi
aloo gobi main course,aloo gobi
cauliflower spicy,aloo gobi
vegetarian dish,aloo gobi
punjab teekha,aloo gobi
aloo tikki,aloo tikki
punjab dish,aloo tikki
punjab spicy,aloo tikki
rice flour main course,aloo tikki
potato spicy,aloo tikki
rice flour spicy,aloo tikki
rice flour teekha,aloo tikki
spicy main course,aloo tikki
shakahari main course,aloo tikki
shakahari dish,aloo tikki
vegetarian main course,aloo tikki
teekha main course,aloo tikki
potato main course,aloo tikki
potato teekha,aloo tikki
aloo tikki main course,aloo tikki
vegetarian dish,aloo tikki
punjab teekha,aloo tikki
punjab dish,aloo matar
aloo matar main course,aloo matar
peas spicy,aloo matar
punjab spicy,aloo matar
potato spicy,aloo matar
peas teekha,aloo matar
spicy main course,aloo matar
shakahari main course,aloo matar
shakahari dish,aloo matar
aloo matar,aloo matar
vegetarian main course,aloo matar
teekha main course,aloo matar
potato main course,aloo matar
peas main course,aloo matar
potato teekha,aloo matar
vegetarian dish,aloo matar
punjab teekha,aloo matar
punjab dish,aloo methi
fenugreek leaves main course,aloo methi
aloo methi main course,aloo methi
potato bitter,aloo methi
fenugreek leaves bitter,aloo methi
shakahari main course,aloo methi
shakahari dish,aloo methi
vegetarian main course,aloo methi
aloo methi,aloo methi
punjab bitter,aloo methi
potato main course,aloo methi
vegetarian dish,aloo methi
bitter main course,aloo methi
punjab dish,aloo shimla mirch
shimla mirch main course,aloo shimla mirch
aloo shimla,aloo shimla mirch
shimla mirch spicy,aloo shimla mirch
potato spicy,aloo shimla mirch
punjab spicy,aloo shimla mirch
spicy main course,aloo shimla mirch
shakahari main course,aloo shimla mirch
shakahari dish,aloo shimla mirch
aloo shimla mirch,aloo shimla mirch
vegetarian main course,aloo shimla mirch
shimla mirch teekha,aloo shimla mirch
teekha main course,aloo shimla mirch
potato main course,aloo shimla mirch
potato teekha,aloo shimla mirch
aloo shimla mirch main course,aloo shimla mirch
vegetarian dish,aloo shimla mirch
punjab teekha,aloo shimla mirch
punjab dish,bhatura
punjab spicy,bhatura
rava teekha,bhatura
spicy main course,bhatura
rava main course,bhatura
shakahari main course,bhatura
shakahari dish,bhatura
vegetarian main course,bhatura
chole main course,bhatura
teekha main course,bhatura
chole spicy,bhatura
chole teekha,bhatura
bhatura,bhatura
punjab teekha,bhatura
vegetarian dish,bhatura
bhatura main course,bhatura
rava spicy,bhatura
punjab dish,bhindi masala
ladies finger main course,bhindi masala
ladies finger teekha,bhindi masala
punjab spicy,bhindi masala
garam masala teekha,bhindi masala
bhindi masala,bhindi masala
spicy main course,bhindi masala
shakahari main course,bhindi masala
shakahari dish,bhindi masala
vegetarian main course,bhindi masala
garam masala main course,bhindi masala
teekha main course,bhindi masala
ladies finger spicy,bhindi masala
garam masala spicy,bhindi masala
bhindi masala main course,bhindi masala
vegetarian dish,bhindi masala
punjab teekha,bhindi masala
biryani,biryani
chicken thighs spicy,biryani
non shakahari main course,biryani
basmati rice teekha,biryani
telangana dish,biryani
biryani main course,biryani
basmati rice spicy,biryani
chicken thighs teekha,biryani
spicy main course,biryani
teekha main course,biryani
basmati rice main course,biryani
non vegetarian main course,biryani
telangana teekha,biryani
chicken thighs main course,biryani
non shakahari dish,biryani
non vegetarian dish,biryani
telangana spicy,biryani
butter chicken main course,butter chicken
nct of delhi dish,butter chicken
non shakahari main course,butter chicken
greek yogurt main course,butter chicken
greek yogurt teekha,butter chicken
spicy main course,butter chicken
chicken spicy,butter chicken
chicken main course,butter chicken
teekha main course,butter chicken
chicken teekha,butter chicken
greek yogurt spicy,butter chicken
non vegetarian main course,butter chicken
nct of delhi spicy,butter chicken
nct of delhi teekha,butter chicken
non shakahari dish,butter chicken
non vegetarian dish,butter chicken
butter chicken,butter chicken
punjab dish,chana masala
chana masala,chana masala
chickpeas teekha,chana masala
tomato paste spicy,chana masala
punjab spicy,chana masala
tomato paste main course,chana masala
chickpeas main course,chana masala
chickpeas spicy,chana masala
chana masala main course,chana masala
spicy main course,chana masala
tomato paste teekha,chana masala
shakahari main course,chana masala
shakahari dish,chana masala
vegetarian main course,chana masala
teekha main course,chana masala
vegetarian dish,chana masala
punjab teekha,chana masala
whole wheat flour main course,chapati
whole wheat flour unknown,chapati
chapati main course,chapati
unknown main course,chapati
chapati,chapati
shakahari main course,chapati
shakahari dish,chapati
olive oil unknown,chapati
vegetarian main course,chapati
olive oil main course,chapati
maharashtra unknown,chapati
maharashtra dish,chapati
vegetarian dish,chapati
non shakahari main course,chicken razala
chicken razala main course,chicken razala
dahi spicy,chicken razala
spicy main course,chicken razala
west bengal dish,chicken razala
chicken spicy,chicken razala
chicken main course,chicken razala
teekha main course,chicken razala
chicken teekha,chicken razala
non shakahari dish,chicken razala
non vegetarian main course,chicken razala
dahi teekha,chicken razala
west bengal teekha,chicken razala
chicken razala,chicken razala
dahi main course,chicken razala
non vegetarian dish,chicken razala
west bengal spicy,chicken razala
punjab dish,chicken tikka masala
chicken tikka masala,chicken tikka masala
punjab teekha,chicken tikka masala
punjab spicy,chicken tikka masala
tomato sauce spicy,chicken tikka masala
non shakahari main course,chicken tikka masala
spicy main course,chicken tikka masala
naan bread main course,chicken tikka masala
naan bread teekha,chicken tikka masala
teekha main course,chicken tikka masala
non vegetarian main course,chicken tikka masala
tomato sauce main course,chicken tikka masala
naan bread spicy,chicken tikka masala
chicken tikka,chicken tikka masala
non shakahari dish,chicken tikka masala
tomato sauce teekha,chicken tikka masala
chicken tikka masala main course,chicken tikka masala
non vegetarian dish,chicken tikka masala
spicy starter,chicken tikka
punjab dish,chicken tikka
whole wheat bread starter,chicken tikka
punjab spicy,chicken tikka
punjab teekha,chicken tikka
chicken spicy,chicken tikka
whole wheat bread spicy,chicken tikka
chicken tikka starter,chicken tikka
non vegetarian starter,chicken tikka
non shakahari starter,chicken tikka
chicken teekha,chicken tikka
non shakahari dish,chicken tikka
chicken tikka,chicken tikka
teekha starter,chicken tikka
chicken starter,chicken tikka
whole wheat bread teekha,chicken tikka
non vegetarian dish,chicken tikka
punjab dish,chole bhature
punjab spicy,chole bhature
bhatura teekha,chole bhature
spicy main course,chole bhature
shakahari main course,chole bhature
chole bhature,chole bhature
shakahari dish,chole bhature
chole bhature main course,chole bhature
chole main course,chole bhature
vegetarian main course,chole bhature
teekha main course,chole bhature
chole spicy,chole bhature
chole teekha,chole bhature
bhatura spicy,chole bhature
punjab teekha,chole bhature
vegetarian dish,chole bhature
bhatura main course,chole bhature
daal baati,daal baati churma
rajasthan spicy,daal baati churma
daal baati churma main course,daal baati churma
moong dal spicy,daal baati churma
spicy main course,daal baati churma
moong dal teekha,daal baati churma
shakahari main course,daal baati churma
rajasthan teekha,daal baati churma
shakahari dish,daal baati churma
vegetarian main course,daal baati churma
teekha main course,daal baati churma
masoor dal teekha,daal baati churma
masoor dal main course,daal baati churma
moong dal main course,daal baati churma
daal baati churma,daal baati churma
vegetarian dish,daal baati churma
masoor dal spicy,daal baati churma
rajasthan dish,daal baati churma
moong dal spicy,daal puri
garam masala powder main course,daal puri
spicy main course,daal puri
west bengal dish,daal puri
moong dal teekha,daal puri
shakahari main course,daal puri
shakahari dish,daal puri
garam masala powder spicy,daal puri
vegetarian main course,daal puri
teekha main course,daal puri
west bengal teekha,daal puri
daal puri,daal puri
moong dal main course,daal puri
west bengal spicy,daal puri
vegetarian dish,daal puri
daal puri main course,daal puri
garam masala powder teekha,daal puri
punjab dish,dal makhani
punjab meetha,dal makhani
red kidney beans sweet,dal makhani
punjab sweet,dal makhani
red kidney beans meetha,dal makhani
urad dal main course,dal makhani
meetha main course,dal makhani
red kidney beans main course,dal makhani
shakahari main course,dal makhani
vegetarian main course,dal makhani
shakahari dish,dal makhani
urad dal sweet,dal makhani
dal makhani main course,dal makhani
sweet main course,dal makhani
urad dal meetha,dal makhani
vegetarian dish,dal makhani
dal makhani,dal makhani
punjab dish,dal tadka
dal tadka main course,dal tadka
pigeon peas main course,dal tadka
punjab spicy,dal tadka
garam masala teekha,dal tadka
spicy main course,dal tadka
pigeon peas spicy,dal tadka
shakahari main course,dal tadka
shakahari dish,dal tadka
vegetarian main course,dal tadka
garam masala main course,dal tadka
teekha main course,dal tadka
garam masala spicy,dal tadka
pigeon peas teekha,dal tadka
dal tadka,dal tadka
vegetarian dish,dal tadka
punjab teekha,dal tadka
jammu kashmir spicy,dum aloo
jammu kashmir teekha,dum aloo
garam masala teekha,dum aloo
spicy main course,dum aloo
shakahari main course,dum aloo
shakahari dish,dum aloo
vegetarian main course,dum aloo
garam masala main course,dum aloo
dum aloo main course,dum aloo
dum aloo,dum aloo
teekha main course,dum aloo
garam masala spicy,dum aloo
baby potatoes spicy,dum aloo
baby potatoes teekha,dum aloo
vegetarian dish,dum aloo
jammu kashmir dish,dum aloo
baby potatoes main course,dum aloo
maharashtra teekha,poha
maharashtra spicy,poha
potato snack,poha
potato spicy,poha
poha snack,poha
teekha snack,poha
poha,poha
shakahari dish,poha
maharashtra dish,poha
beaten rice flakes snack,poha
beaten rice flakes spicy,poha
vegetarian snack,poha
potato teekha,poha
shakahari snack,poha
beaten rice flakes teekha,poha
vegetarian dish,poha
spicy snack,poha
chhattisgarh teekha,fara
chana dal spicy,fara
chhattisgarh dish,fara
chhattisgarh spicy,fara
chana dal teekha,fara
fara,fara
shakahari dish,fara
fara snack,fara
whole wheat flour snack,fara
whole wheat flour teekha,fara
chana dal snack,fara
vegetarian snack,fara
whole wheat flour spicy,fara
shakahari snack,fara
teekha snack,fara
vegetarian dish,fara
spicy snack,fara
kachori,kachori
moong dal spicy,kachori
kachori snack,kachori
uttar pradesh teekha,kachori
rava teekha,kachori
moong dal teekha,kachori
shakahari dish,kachori
rava snack,kachori
uttar pradesh dish,kachori
rava spicy,kachori
moong dal snack,kachori
vegetarian snack,kachori
shakahari snack,kachori
teekha snack,kachori
vegetarian dish,kachori
spicy snack,kachori
uttar pradesh spicy,kachori
punjab dish,kadai paneer
cottage cheese teekha,kadai paneer
cottage cheese main course,kadai paneer
punjab spicy,kadai paneer
bell peppers teekha,kadai paneer
spicy main course,kadai paneer
shakahari main course,kadai paneer
shakahari dish,kadai paneer
vegetarian main course,kadai paneer
teekha main course,kadai paneer
cottage cheese spicy,kadai paneer
kadai paneer,kadai paneer
kadai paneer main course,kadai paneer
bell peppers spicy,kadai paneer
bell peppers main course,kadai paneer
vegetarian dish,kadai paneer
punjab teekha,kadai paneer
besan spicy,kadhi pakoda
besan teekha,kadhi pakoda
haryana teekha,kadhi pakoda
haryana dish,kadhi pakoda
garam masala powder main course,kadhi pakoda
spicy main course,kadhi pakoda
kadhi pakoda,kadhi pakoda
shakahari main course,kadhi pakoda
kadhi pakoda main course,kadhi pakoda
besan main course,kadhi pakoda
garam masala powder spicy,kadhi pakoda
vegetarian main course,kadhi pakoda
haryana spicy,kadhi pakoda
teekha main course,kadhi pakoda
shakahari dish,kadhi pakoda
vegetarian dish,kadhi pakoda
garam masala powder teekha,kadhi pakoda
karela bharta main course,karela bharta
punjab dish,karela bharta
shakahari main course,karela bharta
fennel bitter,karela bharta
shakahari dish,karela bharta
vegetarian main course,karela bharta
punjab bitter,karela bharta
bitter gourd bitter,karela bharta
karela bharta,karela bharta
bitter gourd main course,karela bharta
fennel main course,karela bharta
vegetarian dish,karela bharta
bitter main course,karela bharta
green peas main course,khichdi
moong dal spicy,khichdi
unknown spicy,khichdi
green peas spicy,khichdi
spicy main course,khichdi
khichdi,khichdi
moong dal teekha,khichdi
shakahari main course,khichdi
shakahari dish,khichdi
vegetarian main course,khichdi
green peas teekha,khichdi
teekha main course,khichdi
moong dal main course,khichdi
unknown dish,khichdi
unknown teekha,khichdi
khichdi main course,khichdi
vegetarian dish,khichdi
uttar pradesh teekha,kofta
potato spicy,kofta
spicy main course,kofta
shakahari main course,kofta
shakahari dish,kofta
vegetarian main course,kofta
uttar pradesh dish,kofta
teekha main course,kofta
paneer teekha,kofta
paneer main course,kofta
potato main course,kofta
potato teekha,kofta
kofta,kofta
paneer spicy,kofta
kofta main course,kofta
vegetarian dish,kofta
uttar pradesh spicy,kofta
meetha meetha,kulfi falooda
shakahari meetha,kulfi falooda
falooda sev meetha,kulfi falooda
falooda sev dessert,kulfi falooda
kulfi falooda meetha,kulfi falooda
rose syrup meetha,kulfi falooda
kulfi falooda,kulfi falooda
unknown meetha,kulfi falooda
rose syrup dessert,kulfi falooda
rose syrup sweet,kulfi falooda
sweet dessert,kulfi falooda
shakahari dish,kulfi falooda
falooda sev sweet,kulfi falooda
vegetarian dessert,kulfi falooda
kulfi falooda dessert,kulfi falooda
unknown dish,kulfi falooda
unknown sweet,kulfi falooda
vegetarian dish,kulfi falooda
lauki ke kofte,lauki ke kofte
uttar pradesh teekha,lauki ke kofte
bottle gourd teekha,lauki ke kofte
garam masala powder main course,lauki ke kofte
spicy main course,lauki ke kofte
bottle gourd main course,lauki ke kofte
lauki ke,lauki ke kofte
garam masala powder teekha,lauki ke kofte
shakahari main course,lauki ke kofte
garam masala powder spicy,lauki ke kofte
vegetarian main course,lauki ke kofte
uttar pradesh dish,lauki ke kofte
lauki ke kofte main course,lauki ke kofte
teekha main course,lauki ke kofte
shakahari dish,lauki ke kofte
bottle gourd spicy,lauki ke kofte
vegetarian dish,lauki ke kofte
uttar pradesh spicy,lauki ke kofte
unknown spicy,lauki ki subji
bottle gourd teekha,lauki ki subji
lauki ki subji main course,lauki ki subji
spicy main course,lauki ki subji
bottle gourd main course,lauki ki subji
coconut oil main course,lauki ki subji
shakahari main course,lauki ki subji
shakahari dish,lauki ki subji
vegetarian main course,lauki ki subji
teekha main course,lauki ki subji
lauki ki subji,lauki ki subji
lauki ki,lauki ki subji
unknown teekha,lauki ki subji
coconut oil spicy,lauki ki subji
unknown dish,lauki ki subji
bottle gourd spicy,lauki ki subji
coconut oil teekha,lauki ki subji
vegetarian dish,lauki ki subji
wheat flour main course,litti chokha
wheat flour spicy,litti chokha
roasted gram flour spicy,litti chokha
spicy main course,litti chokha
litti chokha main course,litti chokha
bihar spicy,litti chokha
shakahari main course,litti chokha
litti chokha,litti chokha
vegetarian main course,litti chokha
wheat flour teekha,litti chokha
teekha main course,litti chokha
shakahari dish,litti chokha
roasted gram flour main course,litti chokha
roasted gram flour teekha,litti chokha
bihar teekha,litti chokha
vegetarian dish,litti chokha
bihar dish,litti chokha
punjab dish,makki di roti sarson da saag
punjab spicy,makki di roti sarson da saag
makki atta main course,makki di roti sarson da saag
palak teekha,makki di roti sarson da saag
spicy main course,makki di roti sarson da saag
shakahari main course,makki di roti sarson da saag
shakahari dish,makki di roti sarson da saag
vegetarian main course,makki di roti sarson da saag
teekha main course,makki di roti sarson da saag
makki atta teekha,makki di roti sarson da saag
makki di roti sarson da saag,makki di roti sarson da saag
makki atta spicy,makki di roti sarson da saag
makki di roti sarson da saag main course,makki di roti sarson da saag
punjab teekha,makki di roti sarson da saag
makki di,makki di roti sarson da saag
vegetarian dish,makki di roti sarson da saag
palak spicy,makki di roti sarson da saag
palak main course,makki di roti sarson da saag
punjab dish,misi roti
whole wheat flour main course,misi roti
punjab spicy,misi roti
spicy main course,misi roti
shakahari main course,misi roti
shakahari dish,misi roti
vegetarian main course,misi roti
teekha main course,misi roti
whole wheat flour teekha,misi roti
chickpea flour teekha,misi roti
misi roti main course,misi roti
whole wheat flour spicy,misi roti
punjab teekha,misi roti
misi roti,misi roti
vegetarian dish,misi roti
chickpea flour main course,misi roti
chickpea flour spicy,misi roti
mushroom spicy,mushroom do pyaza
punjab dish,mushroom do pyaza
mushroom main course,mushroom do pyaza
mushroom do,mushroom do pyaza
punjab spicy,mushroom do pyaza
malai teekha,mushroom do pyaza
spicy main course,mushroom do pyaza
shakahari main course,mushroom do pyaza
malai main course,mushroom do pyaza
shakahari dish,mushroom do pyaza
vegetarian main course,mushroom do pyaza
malai spicy,mushroom do pyaza
teekha main course,mushroom do pyaza
mushroom do pyaza main course,mushroom do pyaza
mushroom teekha,mushroom do pyaza
mushroom do pyaza,mushroom do pyaza
vegetarian dish,mushroom do pyaza
punjab teekha,mushroom do pyaza
punjab dish,mushroom matar
punjab spicy,mushroom matar
frozen green peas spicy,mushroom matar
mushroom matar,mushroom matar
frozen green peas main course,mushroom matar
spicy main course,mushroom matar
frozen green peas teekha,mushroom matar
shakahari main course,mushroom matar
canned coconut milk spicy,mushroom matar
canned coconut milk teekha,mushroom matar
vegetarian main course,mushroom matar
teekha main course,mushroom matar
shakahari dish,mushroom matar
mushroom matar main course,mushroom matar
punjab teekha,mushroom matar
vegetarian dish,mushroom matar
canned coconut milk main course,mushroom matar
punjab dish,naan
whole wheat flour main course,naan
whole wheat flour unknown,naan
honey main course,naan
unknown main course,naan
naan main course,naan
shakahari main course,naan
shakahari dish,naan
vegetarian main course,naan
punjab unknown,naan
naan,naan
honey unknown,naan
vegetarian dish,naan
potatoes spicy,navrattan korma
navrattan korma,navrattan korma
green beans teekha,navrattan korma
uttar pradesh teekha,navrattan korma
green beans main course,navrattan korma
potatoes teekha,navrattan korma
spicy main course,navrattan korma
shakahari main course,navrattan korma
shakahari dish,navrattan korma
uttar pradesh dish,navrattan korma
vegetarian main course,navrattan korma
teekha main course,navrattan korma
navrattan korma main course,navrattan korma
green beans spicy,navrattan korma
vegetarian dish,navrattan korma
potatoes main course,navrattan korma
uttar pradesh spicy,navrattan korma
punjab dish,palak paneer
cottage cheese teekha,palak paneer
cottage cheese main course,palak paneer
punjab spicy,palak paneer
palak teekha,palak paneer
palak paneer,palak paneer
spicy main course,palak paneer
shakahari main course,palak paneer
shakahari dish,palak paneer
palak paneer main course,palak paneer
vegetarian main course,palak paneer
teekha main course,palak paneer
cottage cheese spicy,palak paneer
punjab teekha,palak paneer
vegetarian dish,palak paneer
palak spicy,palak paneer
palak main course,palak paneer
paneer butter masala,paneer butter masala
punjab dish,paneer butter masala
whipping cream spicy,paneer butter masala
punjab spicy,paneer butter masala
spicy main course,paneer butter masala
shakahari main course,paneer butter masala
shakahari dish,paneer butter masala
paneer butter masala main course,paneer butter masala
vegetarian main course,paneer butter masala
teekha main course,paneer butter masala
whipping cream teekha,paneer butter masala
paneer teekha,paneer butter masala
paneer main course,paneer butter masala
paneer spicy,paneer butter masala
vegetarian dish,paneer butter masala
whipping cream main course,paneer butter masala
punjab teekha,paneer butter masala
paneer butter,paneer butter masala
punjab dish,paneer tikka masala
greek yogurt main course,paneer tikka masala
punjab spicy,paneer tikka masala
greek yogurt teekha,paneer tikka masala
spicy main course,paneer tikka masala
paneer tikka masala main course,paneer tikka masala
paneer tikka masala,paneer tikka masala
shakahari main course,paneer tikka masala
paneer tikka,paneer tikka masala
vegetarian main course,paneer tikka masala
teekha main course,paneer tikka masala
greek yogurt spicy,paneer tikka masala
paneer teekha,paneer tikka masala
paneer main course,paneer tikka masala
shakahari dish,paneer tikka masala
paneer spicy,paneer tikka masala
vegetarian dish,paneer tikka masala
punjab teekha,paneer tikka masala
pani puri,pani puri
unknown spicy,pani puri
kala chana teekha,pani puri
mashed potato snack,pani puri
mashed potato spicy,pani puri
mashed potato teekha,pani puri
shakahari snack,pani puri
kala chana snack,pani puri
shakahari dish,pani puri
unknown teekha,pani puri
vegetarian snack,pani puri
unknown dish,pani puri
pani puri snack,pani puri
teekha snack,pani puri
vegetarian dish,pani puri
spicy snack,pani puri
kala chana spicy,pani puri
shakahari meetha,panjeeri
panjeeri meetha,panjeeri
uttar pradesh sweet,panjeeri
musk melon seeds dessert,panjeeri
musk melon seeds meetha,panjeeri
sweet dessert,panjeeri
whole wheat flour sweet,panjeeri
shakahari dish,panjeeri
uttar pradesh dish,panjeeri
panjeeri,panjeeri
whole wheat flour meetha,panjeeri
uttar pradesh meetha,panjeeri
panjeeri dessert,panjeeri
vegetarian dessert,panjeeri
whole wheat flour dessert,panjeeri
meetha meetha,panjeeri
vegetarian dish,panjeeri
musk melon seeds sweet,panjeeri
sev snack,papad
urad dal spicy,papad
unknown spicy,papad
shakahari dish,papad
urad dal teekha,papad
papad snack,papad
papad,papad
urad dal snack,papad
vegetarian snack,papad
unknown dish,papad
unknown teekha,papad
shakahari snack,papad
teekha snack,papad
sev teekha,papad
vegetarian dish,papad
spicy snack,papad
sev spicy,papad
wheat flour main course,paratha
punjab dish,paratha
butter teekha,paratha
punjab spicy,paratha
wheat flour spicy,paratha
spicy main course,paratha
shakahari main course,paratha
shakahari dish,paratha
wheat flour teekha,paratha
vegetarian main course,paratha
teekha main course,paratha
paratha,paratha
paratha main course,paratha
butter main course,paratha
vegetarian dish,paratha
punjab teekha,paratha
butter spicy,paratha
rajasthan spicy,pattor
pattor,pattor
sesame seeds main course,pattor
spicy main course,pattor
rajasthan teekha,pattor
shakahari main course,pattor
vegetarian main course,pattor
teekha main course,pattor
arbi ke patte spicy,pattor
arbi ke patte main course,pattor
shakahari dish,pattor
sesame seeds teekha,pattor
arbi ke patte teekha,pattor
pattor main course,pattor
vegetarian dish,pattor
sesame seeds spicy,pattor
rajasthan dish,pattor
tea bags spicy,pindi chana
punjab dish,pindi chana
fennel teekha,pindi chana
punjab spicy,pindi chana
tea bags teekha,pindi chana
pindi chana,pindi chana
spicy main course,pindi chana
shakahari main course,pindi chana
shakahari dish,pindi chana
pindi chana main course,pindi chana
tea bags main course,pindi chana
vegetarian main course,pindi chana
teekha main course,pindi chana
fennel main course,pindi chana
vegetarian dish,pindi chana
punjab teekha,pindi chana
fennel spicy,pindi chana
unknown spicy,rajma chaval
rajma chaval,rajma chaval
red kidney beans spicy,rajma chaval
garam masala powder main course,rajma chaval
spicy main course,rajma chaval
shakahari main course,rajma chaval
red kidney beans main course,rajma chaval
shakahari dish,rajma chaval
garam masala powder spicy,rajma chaval
vegetarian main course,rajma chaval
teekha main course,rajma chaval
red kidney beans teekha,rajma chaval
unknown teekha,rajma chaval
unknown dish,rajma chaval
vegetarian dish,rajma chaval
rajma chaval main course,rajma chaval
garam masala powder teekha,rajma chaval
tomato unknown,rongi
punjab dish,rongi
garam masala powder unknown,rongi
unknown main course,rongi
garam masala powder main course,rongi
shakahari main course,rongi
shakahari dish,rongi
vegetarian main course,rongi
punjab unknown,rongi
rongi main course,rongi
vegetarian dish,rongi
rongi,rongi
tomato main course,rongi
potatoes spicy,samosa
unknown spicy,samosa
green peas snack,samosa
green peas spicy,samosa
potatoes teekha,samosa
samosa,samosa
shakahari dish,samosa
green peas teekha,samosa
potatoes snack,samosa
samosa snack,samosa
unknown teekha,samosa
vegetarian snack,samosa
unknown dish,samosa
shakahari snack,samosa
teekha snack,samosa
vegetarian dish,samosa
spicy snack,samosa
sattu ki roti,sattu ki roti
sattu ki roti main course,sattu ki roti
sattu spicy,sattu ki roti
spicy main course,sattu ki roti
bihar spicy,sattu ki roti
shakahari main course,sattu ki roti
shakahari dish,sattu ki roti
atta main course,sattu ki roti
