query,dish_name,label
punjab aloo matar,uttapam,0
punjab aloo matar,masor koni,0
punjab aloo matar,dalithoy,0
punjab aloo matar,copra paak,0
punjab aloo matar,patra,0
punjab aloo matar,samosa,0
punjab aloo matar,kalakand,0
potato aloo matar,aloo matar,1
potato aloo matar,pav bhaji,0
potato aloo matar,kachori,0
potato aloo matar,avial,0
potato aloo matar,vegetable jalfrezi,0
potato aloo matar,red rice,0
potato aloo matar,kadai paneer,0
potato aloo matar,zunka,0
punjab aloo methi,aloo methi,1
punjab aloo methi,galho,0
punjab aloo methi,chana masala,0
punjab aloo methi,red rice,0
punjab aloo methi,undhiyu,0
punjab aloo methi,sambar,0
punjab aloo methi,kos kootu,0
punjab aloo methi,papad,0
bitter aloo methi,aloo methi,1
bitter aloo methi,maach jhol,0
bitter aloo methi,pork bharta,0
bitter aloo methi,chicken razala,0
bitter aloo methi,thalipeeth,0
bitter aloo methi,konir dom,0
bitter aloo methi,makki di roti sarson da saag,0
bitter aloo methi,chana masala,0
potato aloo methi,aloo methi,1
potato aloo methi,sevai,0
potato aloo methi,mushroom matar,0
potato aloo methi,litti chokha,0
potato aloo methi,bhindi masala,0
potato aloo methi,masor tenga,0
potato aloo methi,tandoori chicken,0
potato aloo methi,keri no ras,0
aloo methi main course,aloo methi,1
aloo methi main course,turiya patra vatana sabji,0
aloo methi main course,gatta curry,0
aloo methi main course,chole bhature,0
aloo methi main course,sev tameta,0
aloo methi main course,tandoori fish tikka,0
aloo methi main course,kachori,0
aloo methi main course,sheera,0
aloo methi,aloo methi,1
aloo methi,dalithoy,0
aloo methi,keerai kootu,0
aloo methi,puli sadam,0
aloo methi,kaara kozhambu,0
aloo methi,sev tameta,0
aloo methi,dum aloo,0
aloo methi,sevai,0
aloo shimla mirch main course,aloo shimla mirch,1
aloo shimla mirch main course,thayir sadam,0
aloo shimla mirch main course,upma,0
aloo shimla mirch main course,palak paneer,0
aloo shimla mirch main course,namakpara,0
aloo shimla mirch main course,alu pitika,0
aloo shimla mirch main course,pindi chana,0
aloo shimla mirch main course,kansar,0
teekha aloo shimla mirch,aloo shimla mirch,1
teekha aloo shimla mirch,luchi,0
teekha aloo shimla mirch,puri bhaji,0
teekha aloo shimla mirch,sev tameta,0
teekha aloo shimla mirch,sevai,0
teekha aloo shimla mirch,kos kootu,0
teekha aloo shimla mirch,shukto,0
teekha aloo shimla mirch,paravannam,0
potato aloo shimla mirch,aloo shimla mirch,1
potato aloo shimla mirch,paniyaram,0
potato aloo shimla mirch,keerai poriyal,0
potato aloo shimla mirch,bhatura,0
potato aloo shimla mirch,chingri bhape,0
potato aloo shimla mirch,bisi bele bath,0
potato aloo shimla mirch,idiappam,0
potato aloo shimla mirch,puli sadam,0
punjab aloo shimla mirch,aloo shimla mirch,1
punjab aloo shimla mirch,veg kolhapuri,0
punjab aloo shimla mirch,bhindi masala,0
punjab aloo shimla mirch,koldil duck,0
punjab aloo shimla mirch,lauki ki subji,0
punjab aloo shimla mirch,namakpara,0
punjab aloo shimla mirch,paruppu sadam,0
punjab aloo shimla mirch,hando guri,0
aloo shimla mirch,aloo shimla mirch,1
aloo shimla mirch,lauki ki subji,0
aloo shimla mirch,koshimbir,0
aloo shimla mirch,sambar,0
aloo shimla mirch,pesarattu,0
aloo shimla mirch,palak paneer,0
aloo shimla mirch,sohan halwa,0
aloo shimla mirch,kulfi falooda,0
spicy aloo shimla mirch,aloo shimla mirch,1
spicy aloo shimla mirch,pattor,0
spicy aloo shimla mirch,puttu,0
spicy aloo shimla mirch,bajri no rotlo,0
spicy aloo shimla mirch,konir dom,0
spicy aloo shimla mirch,sandige,0
spicy aloo shimla mirch,poha,0
spicy aloo shimla mirch,kadhi pakoda,0
chole bhatura,bhatura,1
chole bhatura,pattor,0
chole bhatura,pav bhaji,0
chole bhatura,palak paneer,0
chole bhatura,papadum,0
chole bhatura,bhakri,0
chole bhatura,mushroom matar,0
chole bhatura,thayir sadam,0
bhatura,bhatura,1
bhatura,aloo gobi,0
bhatura,chakali,0
bhatura,bhindi masala,0
bhatura,keerai sadam,0
bhatura,sambar,0
bhatura,kadhi pakoda,0
bhatura,mishti chholar dal,0
punjab bhatura,bhatura,1
punjab bhatura,avial,0
punjab bhatura,pakhala,0
punjab bhatura,chingri malai curry,0
punjab bhatura,gajar ka halwa,0
punjab bhatura,chana masala,0
punjab bhatura,khichdi,0
punjab bhatura,nankhatai,0
teekha bhatura,bhatura,1
teekha bhatura,lauki ke kofte,0
teekha bhatura,bengena pitika,0
teekha bhatura,kumol sawul,0
teekha bhatura,koldil chicken,0
teekha bhatura,khandvi,0
teekha bhatura,idli,0
teekha bhatura,bilahi maas,0
bhatura main course,bhatura,1
bhatura main course,fara,0
bhatura main course,sevai,0
bhatura main course,sabudana khichadi,0
bhatura main course,palak paneer,0
bhatura main course,lassi,0
bhatura main course,amti,0
bhatura main course,kombdi vade,0
spicy bhatura,bhatura,1
spicy bhatura,pav bhaji,0
spicy bhatura,laapsi,0
spicy bhatura,dosa,0
spicy bhatura,khichdi,0
spicy bhatura,daal puri,0
spicy bhatura,kaara kozhambu,0
spicy bhatura,pithe,0
ladies finger bhindi masala,bhindi masala,1
ladies finger bhindi masala,makki di roti sarson da saag,0
ladies finger bhindi masala,aloo methi,0
ladies finger bhindi masala,misi roti,0
ladies finger bhindi masala,kadhi pakoda,0
ladies finger bhindi masala,bajri no rotlo,0
ladies finger bhindi masala,daal puri,0
ladies finger bhindi masala,butter chicken,0
spicy bhindi masala,bhindi masala,1
spicy bhindi masala,beef fry,0
spicy bhindi masala,kuzhambu,0
spicy bhindi masala,undhiyu,0
spicy bhindi masala,rongi,0
spicy bhindi masala,keerai poriyal,0
spicy bhindi masala,rasam,0
spicy bhindi masala,copra paak,0
bhindi masala,bhindi masala,1
bhindi masala,khichu,0
bhindi masala,chevdo,0
bhindi masala,red rice,0
bhindi masala,namakpara,0
bhindi masala,keerai kootu,0
bhindi masala,shahi paneer,0
bhindi masala,goja,0
teekha bhindi masala,bhindi masala,1
teekha bhindi masala,dal makhani,0
teekha bhindi masala,methi na gota,0
teekha bhindi masala,luchi,0
teekha bhindi masala,naan,0
teekha bhindi masala,makki di roti sarson da saag,0
teekha bhindi masala,shufta,0
teekha bhindi masala,pongal,0
bhindi masala main course,bhindi masala,1
bhindi masala main course,litti chokha,0
bhindi masala main course,upma,0
bhindi masala main course,laapsi,0
bhindi masala main course,samosa,0
bhindi masala main course,amti,0
bhindi masala main course,keerai kootu,0
bhindi masala main course,kaara kozhambu,0
punjab bhindi masala,bhindi masala,1
punjab bhindi masala,mushroom matar,0
punjab bhindi masala,kachori,0
punjab bhindi masala,khaman,0
punjab bhindi masala,bajri no rotlo,0
punjab bhindi masala,currivepillai sadam,0
punjab bhindi masala,bora sawul,0
punjab bhindi masala,chicken tikka,0
chicken thighs biryani,biryani,1
chicken thighs biryani,thalipeeth,0
chicken thighs biryani,paneer tikka masala,0
chicken thighs biryani,keerai kootu,0
chicken thighs biryani,bhakri,0
chicken thighs biryani,bombil fry,0
chicken thighs biryani,gatta curry,0
chicken thighs biryani,kachori,0
spicy biryani,biryani,1
spicy biryani,dum aloo,0
spicy biryani,keerai masiyal,0
spicy biryani,sevai,0
spicy biryani,veg kolhapuri,0
spicy biryani,paneer butter masala,0
spicy biryani,pakhala,0
spicy biryani,rongi,0
biryani,biryani,1
biryani,koshambri,0
biryani,prawn malai curry,0
biryani,samosa,0
biryani,misi roti,0
biryani,aloo shimla mirch,0
biryani,kaara kozhambu,0
biryani,mishti chholar dal,0
biryani main course,biryani,1
biryani main course,sev tameta,0
biryani main course,methi na gota,0
biryani main course,shahi paneer,0
biryani main course,khakhra,0
biryani main course,chole bhature,0
biryani main course,rajma chaval,0
biryani main course,kolim jawla,0
teekha biryani,biryani,1
teekha biryani,chicken razala,0
teekha biryani,bilahi maas,0
teekha biryani,kombdi vade,0
teekha biryani,kolim jawla,0
teekha biryani,bisi bele bath,0
teekha biryani,pork bharta,0
teekha biryani,naan,0
telangana biryani,biryani,1
telangana biryani,koldil duck,0
telangana biryani,kothamali sadam,0
telangana biryani,mushroom do pyaza,0
telangana biryani,shahi tukra,0
telangana biryani,chingri bhape,0
telangana biryani,sabudana khichadi,0
telangana biryani,shankarpali,0
teekha butter chicken,butter chicken,1
teekha butter chicken,puli sadam,0
teekha butter chicken,koshimbir,0
teekha butter chicken,pakhala,0
teekha butter chicken,methi na gota,0
teekha butter chicken,keerai kootu,0
teekha butter chicken,masor tenga,0
teekha butter chicken,unni appam,0
chicken butter chicken,butter chicken,1
chicken butter chicken,malapua,0
chicken butter chicken,beef fry,0
chicken butter chicken,chorafali,0
chicken butter chicken,masor tenga,0
chicken butter chicken,patra,0
chicken butter chicken,lilva kachori,0
chicken butter chicken,biryani,0
butter chicken,butter chicken,1
butter chicken,paravannam,0
butter chicken,chicken razala,0
butter chicken,chingri bhape,0
butter chicken,shufta,0
butter chicken,paneer butter masala,0
butter chicken,sohan halwa,0
butter chicken,fara,0
spicy butter chicken,butter chicken,1
spicy butter chicken,khichu,0
spicy butter chicken,gatta curry,0
spicy butter chicken,fara,0
spicy butter chicken,kadhi pakoda,0
spicy butter chicken,pachadi,0
spicy butter chicken,khandvi,0
spicy butter chicken,papad,0
nct of delhi butter chicken,butter chicken,1
nct of delhi butter chicken,upma,0
nct of delhi butter chicken,paruppu sadam,0
nct of delhi butter chicken,dal makhani,0
nct of delhi butter chicken,sev tameta,0
nct of delhi butter chicken,turiya patra vatana sabji,0
nct of delhi butter chicken,khichu,0
nct of delhi butter chicken,mushroom do pyaza,0
butter chicken main course,butter chicken,1
butter chicken main course,gatta curry,0
butter chicken main course,palak paneer,0
butter chicken main course,fara,0
butter chicken main course,chevdo,0
butter chicken main course,tandoori fish tikka,0
butter chicken main course,rasam,0
butter chicken main course,brown rice,0
teekha chana masala,chana masala,1
teekha chana masala,luchi,0
teekha chana masala,makki di roti sarson da saag,0
teekha chana masala,undhiyu,0
teekha chana masala,aloo methi,0
teekha chana masala,tandoori fish tikka,0
teekha chana masala,kabiraji,0
teekha chana masala,karela bharta,0
chana masala main course,chana masala,1
chana masala main course,poriyal,0
chana masala main course,daal baati churma,0
chana masala main course,dum aloo,0
chana masala main course,pork bharta,0
chana masala main course,namakpara,0
chana masala main course,alu pitika,0
chana masala main course,rajma chaval,0
chickpeas chana masala,chana masala,1
chickpeas chana masala,kansar,0
chickpeas chana masala,theeyal,0
chickpeas chana masala,lilva kachori,0
chickpeas chana masala,tandoori fish tikka,0
chickpeas chana masala,ghooghra,0
chickpeas chana masala,paniyaram,0
chickpeas chana masala,sandesh,0
spicy chana masala,chana masala,1
spicy chana masala,poriyal,0
spicy chana masala,sabudana khichadi,0
spicy chana masala,laapsi,0
spicy chana masala,luchi,0
spicy chana masala,makki di roti sarson da saag,0
spicy chana masala,sohan halwa,0
spicy chana masala,chhena poda,0
chana masala,chana masala,1
chana masala,mushroom do pyaza,0
chana masala,masala dosa,0
chana masala,thalipeeth,0
chana masala,pesarattu,0
chana masala,pav bhaji,0
chana masala,chingri bhape,0
chana masala,paruppu sadam,0
punjab chana masala,chana masala,1
punjab chana masala,petha,0
punjab chana masala,kuzhakkattai,0
punjab chana masala,rasam,0
punjab chana masala,kadhi pakoda,0
punjab chana masala,aloo methi,0
punjab chana masala,aloo tikki,0
punjab chana masala,puli sadam,0
chapati main course,chapati,1
chapati main course,aloo matar,0
chapati main course,sev tameta,0
chapati main course,bebinca,0
chapati main course,makki di roti sarson da saag,0
chapati main course,aloo shimla mirch,0
chapati main course,chicken varuval,0
chapati main course,daal baati churma,0
whole wheat flour chapati,chapati,1
whole wheat flour chapati,sandige,0
whole wheat flour chapati,brown rice,0
whole wheat flour chapati,surnoli,0
whole wheat flour chapati,keerai masiyal,0
whole wheat flour chapati,chakali,0
whole wheat flour chapati,prawn malai curry,0
whole wheat flour chapati,double ka meetha,0
chapati,chapati,1
chapati,paruppu sadam,0
chapati,karela bharta,0
chapati,kansar,0
chapati,butter chicken,0
chapati,poriyal,0
chapati,chicken razala,0
chapati,ledikeni,0
maharashtra chapati,chapati,1
maharashtra chapati,chevdo,0
maharashtra chapati,boondi,0
maharashtra chapati,mohanthal,0
maharashtra chapati,bilahi maas,0
maharashtra chapati,pani pitha,0
maharashtra chapati,gatta curry,0
maharashtra chapati,rabri,0
spicy chicken razala,chicken razala,1
spicy chicken razala,kheer sagar,0
spicy chicken razala,misti doi,0
spicy chicken razala,paravannam,0
spicy chicken razala,kothamali sadam,0
spicy chicken razala,kuzhambu,0
spicy chicken razala,kaara kozhambu,0
spicy chicken razala,thalipeeth,0
chicken chicken razala,chicken razala,1
chicken chicken razala,pakhala,0
chicken chicken razala,turiya patra vatana sabji,0
chicken chicken razala,bilahi maas,0
chicken chicken razala,saath,0
chicken chicken razala,vindaloo,0
chicken chicken razala,vegetable jalfrezi,0
chicken chicken razala,kuzhambu,0
chicken razala main course,chicken razala,1
chicken razala main course,rongi,0
chicken razala main course,shukto,0
chicken razala main course,aloo methi,0
chicken razala main course,attu,0
chicken razala main course,adhirasam,0
chicken razala main course,pav bhaji,0
chicken razala main course,sev tameta,0
west bengal chicken razala,chicken razala,1
west bengal chicken razala,thalipeeth,0
west bengal chicken razala,lauki ki subji,0
west bengal chicken razala,kabiraji,0
west bengal chicken razala,keerai sadam,0
west bengal chicken razala,bhindi masala,0
west bengal chicken razala,turiya patra vatana sabji,0
west bengal chicken razala,bajri no rotlo,0
chicken razala,chicken razala,1
chicken razala,shahi paneer,0
chicken razala,bhindi masala,0
chicken razala,chicken varuval,0
chicken razala,rasabali,0
chicken razala,kadai paneer,0
chicken razala,handwo,0
chicken razala,bhatura,0
teekha chicken razala,chicken razala,1
teekha chicken razala,rasgulla,0
teekha chicken razala,black rice,0
teekha chicken razala,misti doi,0
teekha chicken razala,khakhra,0
teekha chicken razala,pani pitha,0
teekha chicken razala,handwo,0
teekha chicken razala,tandoori fish tikka,0
spicy chicken tikka masala,chicken tikka masala,1
spicy chicken tikka masala,gatta curry,0
spicy chicken tikka masala,lauki ke kofte,0
spicy chicken tikka masala,kansar,0
spicy chicken tikka masala,jeera aloo,0
spicy chicken tikka masala,galho,0
spicy chicken tikka masala,copra paak,0
spicy chicken tikka masala,qubani ka meetha,0
teekha chicken tikka masala,chicken tikka masala,1
teekha chicken tikka masala,sattu ki roti,0
teekha chicken tikka masala,vindaloo,0
teekha chicken tikka masala,kutchi dabeli,0
teekha chicken tikka masala,khandvi,0
teekha chicken tikka masala,kansar,0
teekha chicken tikka masala,lilva kachori,0
teekha chicken tikka masala,keerai sadam,0
punjab chicken tikka masala,chicken tikka masala,1
punjab chicken tikka masala,poriyal,0
punjab chicken tikka masala,amti,0
punjab chicken tikka masala,malapua,0
punjab chicken tikka masala,veg kolhapuri,0
punjab chicken tikka masala,chingri malai curry,0
punjab chicken tikka masala,gajar ka halwa,0
punjab chicken tikka masala,boondi,0
chicken tikka masala,chicken tikka masala,1
chicken tikka masala,masala dosa,0
chicken tikka masala,masor tenga,0
chicken tikka masala,zunka,0
chicken tikka masala,bombil fry,0
chicken tikka masala,butter chicken,0
chicken tikka masala,sattu ki roti,0
chicken tikka masala,black rice,0
naan bread chicken tikka masala,chicken tikka masala,1
naan bread chicken tikka masala,masor koni,0
naan bread chicken tikka masala,jeera aloo,0
naan bread chicken tikka masala,paniyaram,0
naan bread chicken tikka masala,tandoori chicken,0
naan bread chicken tikka masala,lilva kachori,0
naan bread chicken tikka masala,bhatura,0
naan bread chicken tikka masala,puri bhaji,0
chicken tikka masala main course,chicken tikka masala,1
chicken tikka masala main course,pindi chana,0
chicken tikka masala main course,ghooghra,0
chicken tikka masala main course,dhokla,0
chicken tikka masala main course,paravannam,0
chicken tikka masala main course,pachadi,0
chicken tikka masala main course,attu,0
chicken tikka masala main course,modak,0
teekha chicken tikka,chicken tikka,1
teekha chicken tikka,kofta,0
teekha chicken tikka,misi roti,0
teekha chicken tikka,kombdi vade,0
teekha chicken tikka,pattor,0
teekha chicken tikka,attu,0
teekha chicken tikka,lauki ke kofte,0
teekha chicken tikka,balu shahi,0
chicken chicken tikka,chicken tikka,1
chicken chicken tikka,lassi,0
chicken chicken tikka,koshimbir,0
chicken chicken tikka,vindaloo,0
chicken chicken tikka,kootu,0
chicken chicken tikka,malapua,0
chicken chicken tikka,pesarattu,0
chicken chicken tikka,bhindi masala,0
punjab chicken tikka,chicken tikka,1
punjab chicken tikka,kaara kozhambu,0
punjab chicken tikka,papad,0
punjab chicken tikka,chicken tikka masala,0
punjab chicken tikka,laapsi,0
punjab chicken tikka,tandoori chicken,0
punjab chicken tikka,palak paneer,0
punjab chicken tikka,maach jhol,0
chicken tikka starter,chicken tikka,1
chicken tikka starter,namakpara,0
chicken tikka starter,paneer butter masala,0
chicken tikka starter,saath,0
chicken tikka starter,vegetable jalfrezi,0
chicken tikka starter,aloo gobi,0
chicken tikka starter,singori,0
chicken tikka starter,dhondas,0
chicken tikka,chicken tikka,1
chicken tikka,kolim jawla,0
chicken tikka,kos kootu,0
chicken tikka,mag dhokli,0
chicken tikka,masor koni,0
chicken tikka,paravannam,0
chicken tikka,dal makhani,0
chicken tikka,pantua,0
spicy chicken tikka,chicken tikka,1
spicy chicken tikka,namakpara,0
spicy chicken tikka,currivepillai sadam,0
spicy chicken tikka,koldil chicken,0
spicy chicken tikka,vindaloo,0
spicy chicken tikka,ghooghra,0
spicy chicken tikka,lauki ke kofte,0
spicy chicken tikka,goja,0
spicy chole bhature,chole bhature,1
spicy chole bhature,koshambri,0
spicy chole bhature,masala dosa,0
spicy chole bhature,idiappam,0
spicy chole bhature,kachori,0
spicy chole bhature,puttu,0
spicy chole bhature,bora sawul,0
spicy chole bhature,black rice,0
chole chole bhature,chole bhature,1
chole chole bhature,vindaloo,0
chole chole bhature,haq maas,0
chole chole bhature,daal baati churma,0
chole chole bhature,litti chokha,0
chole chole bhature,keerai sadam,0
chole chole bhature,tandoori chicken,0
chole chole bhature,doodhpak,0
punjab chole bhature,chole bhature,1
punjab chole bhature,makki di roti sarson da saag,0
punjab chole bhature,bombil fry,0
punjab chole bhature,alu pitika,0
punjab chole bhature,paruppu sadam,0
punjab chole bhature,thayir sadam,0
punjab chole bhature,avial,0
punjab chole bhature,chicken tikka masala,0
teekha chole bhature,chole bhature,1
teekha chole bhature,kofta,0
teekha chole bhature,lilva kachori,0
teekha chole bhature,samosa,0
teekha chole bhature,jalebi,0
teekha chole bhature,tandoori chicken,0
teekha chole bhature,pani pitha,0
teekha chole bhature,prawn malai curry,0
chole bhature,chole bhature,1
chole bhature,dhokla,0
chole bhature,kutchi dabeli,0
chole bhature,malapua,0
chole bhature,samosa,0
chole bhature,lilva kachori,0
chole bhature,khaman,0
chole bhature,mahim halwa,0
chole bhature main course,chole bhature,1
chole bhature main course,aloo methi,0
chole bhature main course,chingri malai curry,0
chole bhature main course,paravannam,0
chole bhature main course,paniyaram,0
chole bhature main course,pachadi,0
chole bhature main course,khichdi,0
chole bhature main course,paneer butter masala,0
rajasthan daal baati churma,daal baati churma,1
rajasthan daal baati churma,rasam,0
rajasthan daal baati churma,paravannam,0
rajasthan daal baati churma,mag dhokli,0
rajasthan daal baati churma,doodhpak,0
rajasthan daal baati churma,khakhra,0
rajasthan daal baati churma,daal dhokli,0
rajasthan daal baati churma,chicken tikka,0
spicy daal baati churma,daal baati churma,1
spicy daal baati churma,maach jhol,0
spicy daal baati churma,kadhi pakoda,0
spicy daal baati churma,namakpara,0
spicy daal baati churma,paneer butter masala,0
spicy daal baati churma,saath,0
spicy daal baati churma,paravannam,0
spicy daal baati churma,shahi tukra,0
daal baati churma main course,daal baati churma,1
daal baati churma main course,avial,0
daal baati churma main course,khaman,0
daal baati churma main course,obbattu holige,0
daal baati churma main course,vegetable jalfrezi,0
daal baati churma main course,khar,0
daal baati churma main course,laapsi,0
daal baati churma main course,mag dhokli,0
daal baati churma,daal baati churma,1
daal baati churma,pork bharta,0
daal baati churma,currivepillai sadam,0
daal baati churma,undhiyu,0
daal baati churma,pesarattu,0
daal baati churma,chorafali,0
daal baati churma,bisi bele bath,0
daal baati churma,kakinada khaja,0
teekha daal baati churma,daal baati churma,1
teekha daal baati churma,masala dosa,0
teekha daal baati churma,sambar,0
teekha daal baati churma,litti chokha,0
teekha daal baati churma,boondi,0
teekha daal baati churma,luchi,0
teekha daal baati churma,anarsa,0
teekha daal baati churma,chicken tikka,0
moong dal daal baati churma,daal baati churma,1
moong dal daal baati churma,khar,0
moong dal daal baati churma,keerai kootu,0
moong dal daal baati churma,koldil duck,0
moong dal daal baati churma,dudhi halwa,0
moong dal daal baati churma,chorafali,0
moong dal daal baati churma,dahi vada,0
moong dal daal baati churma,mahim halwa,0
spicy daal puri,daal puri,1
spicy daal puri,chingri bhape,0
spicy daal puri,sev tameta,0
spicy daal puri,dalithoy,0
spicy daal puri,poriyal,0
spicy daal puri,currivepillai sadam,0
spicy daal puri,rasam,0
spicy daal puri,khandvi,0
moong dal daal puri,daal puri,1
moong dal daal puri,chicken razala,0
moong dal daal puri,shukto,0
moong dal daal puri,fara,0
moong dal daal puri,pattor,0
moong dal daal puri,paniyaram,0
moong dal daal puri,tandoori chicken,0
moong dal daal puri,lauki ke kofte,0
west bengal daal puri,daal puri,1
west bengal daal puri,kothamali sadam,0
west bengal daal puri,navrattan korma,0
west bengal daal puri,ghooghra,0
west bengal daal puri,kutchi dabeli,0
west bengal daal puri,masor koni,0
west bengal daal puri,paratha,0
west bengal daal puri,chikki,0
daal puri,daal puri,1
daal puri,butter chicken,0
daal puri,rasgulla,0
daal puri,keerai sadam,0
daal puri,koldil duck,0
daal puri,obbattu holige,0
daal puri,dhokla,0
daal puri,lauki ki subji,0
daal puri main course,daal puri,1
daal puri main course,kos kootu,0
daal puri main course,kothamali sadam,0
daal puri main course,sambar,0
daal puri main course,kootu,0
daal puri main course,ras malai,0
daal puri main course,misi roti,0
daal puri main course,patra,0
teekha daal puri,daal puri,1
teekha daal puri,bhakri,0
teekha daal puri,laapsi,0
teekha daal puri,kos kootu,0
teekha daal puri,papad,0
teekha daal puri,attu,0
teekha daal puri,tandoori chicken,0
teekha daal puri,panjeeri,0
red kidney beans dal makhani,dal makhani,1
red kidney beans dal makhani,chicken varuval,0
red kidney beans dal makhani,bhatura,0
red kidney beans dal makhani,gavvalu,0
red kidney beans dal makhani,kulfi falooda,0
red kidney beans dal makhani,rajma chaval,0
red kidney beans dal makhani,modak,0
red kidney beans dal makhani,jeera aloo,0
sweet dal makhani,dal makhani,1
sweet dal makhani,pork bharta,0
sweet dal makhani,coconut vadi,0
sweet dal makhani,daal dhokli,0
sweet dal makhani,bora sawul,0
sweet dal makhani,rongi,0
sweet dal makhani,pootharekulu,0
sweet dal makhani,idli,0
dal makhani main course,dal makhani,1
dal makhani main course,lyangcha,0
dal makhani main course,kootu,0
dal makhani main course,karela bharta,0
dal makhani main course,laddu,0
dal makhani main course,chhena poda,0
dal makhani main course,shahi paneer,0
dal makhani main course,mishti chholar dal,0
punjab dal makhani,dal makhani,1
punjab dal makhani,rasam,0
punjab dal makhani,mushroom matar,0
punjab dal makhani,bandar laddu,0
punjab dal makhani,masor tenga,0
punjab dal makhani,maach jhol,0
punjab dal makhani,pakhala,0
punjab dal makhani,samosa,0
dal makhani,dal makhani,1
dal makhani,prawn malai curry,0
dal makhani,modak,0
dal makhani,pav bhaji,0
dal makhani,sohan halwa,0
dal makhani,gheela pitha,0
dal makhani,shrikhand,0
dal makhani,farsi puri,0
meetha dal makhani,dal makhani,1
meetha dal makhani,koldil duck,0
meetha dal makhani,kadhi pakoda,0
meetha dal makhani,vegetable jalfrezi,0
meetha dal makhani,chhena jalebi,0
meetha dal makhani,sheer korma,0
meetha dal makhani,shankarpali,0
meetha dal makhani,dhokla,0
dal tadka main course,dal tadka,1
dal tadka main course,poriyal,0
dal tadka main course,kabiraji,0
dal tadka main course,masor koni,0
dal tadka main course,lauki ke kofte,0
dal tadka main course,masor tenga,0
dal tadka main course,papadum,0
dal tadka main course,rajma chaval,0
punjab dal tadka,dal tadka,1
punjab dal tadka,surnoli,0
punjab dal tadka,kumol sawul,0
punjab dal tadka,chevdo,0
punjab dal tadka,pani puri,0
punjab dal tadka,misi roti,0
punjab dal tadka,chingri bhape,0
punjab dal tadka,rongi,0
spicy dal tadka,dal tadka,1
spicy dal tadka,bengena pitika,0
spicy dal tadka,chingri malai curry,0
spicy dal tadka,bora sawul,0
spicy dal tadka,sev tameta,0
spicy dal tadka,chorafali,0
spicy dal tadka,pav bhaji,0
spicy dal tadka,muthiya,0
pigeon peas dal tadka,dal tadka,1
pigeon peas dal tadka,singori,0
pigeon peas dal tadka,theeyal,0
pigeon peas dal tadka,keri no ras,0
pigeon peas dal tadka,gajar ka halwa,0
pigeon peas dal tadka,chingri malai curry,0
pigeon peas dal tadka,bhindi masala,0
pigeon peas dal tadka,dal makhani,0
teekha dal tadka,dal tadka,1
teekha dal tadka,masala dosa,0
teekha dal tadka,pindi chana,0
teekha dal tadka,paneer tikka masala,0
teekha dal tadka,mushroom matar,0
teekha dal tadka,surnoli,0
teekha dal tadka,bhindi masala,0
teekha dal tadka,koldil duck,0
dal tadka,dal tadka,1
dal tadka,bombil fry,0
dal tadka,sohan halwa,0
dal tadka,paneer tikka masala,0
dal tadka,bhakri,0
dal tadka,paravannam,0
dal tadka,avial,0
dal tadka,payasam,0
dum aloo,dum aloo,1
dum aloo,kachori,0
dum aloo,bilahi maas,0
dum aloo,sohan halwa,0
dum aloo,uttapam,0
dum aloo,pachadi,0
dum aloo,chicken varuval,0
dum aloo,keerai sadam,0
spicy dum aloo,dum aloo,1
spicy dum aloo,chingri malai curry,0
spicy dum aloo,jeera aloo,0
spicy dum aloo,chevdo,0
spicy dum aloo,makki di roti sarson da saag,0
spicy dum aloo,vegetable jalfrezi,0
spicy dum aloo,puli sadam,0
spicy dum aloo,qubani ka meetha,0
baby potatoes dum aloo,dum aloo,1
baby potatoes dum aloo,sevai,0
baby potatoes dum aloo,fara,0
baby potatoes dum aloo,chingri bhape,0
baby potatoes dum aloo,galho,0
baby potatoes dum aloo,keerai masiyal,0
baby potatoes dum aloo,sev tameta,0
baby potatoes dum aloo,sandesh,0
teekha dum aloo,dum aloo,1
teekha dum aloo,keerai kootu,0
teekha dum aloo,singori,0
teekha dum aloo,pesarattu,0
teekha dum aloo,navrattan korma,0
teekha dum aloo,thalipeeth,0
teekha dum aloo,pani puri,0
teekha dum aloo,dahi vada,0
jammu kashmir dum aloo,dum aloo,1
jammu kashmir dum aloo,shukto,0
jammu kashmir dum aloo,kuzhakkattai,0
jammu kashmir dum aloo,chevdo,0
jammu kashmir dum aloo,red rice,0
jammu kashmir dum aloo,vada,0
jammu kashmir dum aloo,maach jhol,0
jammu kashmir dum aloo,misti doi,0
dum aloo main course,dum aloo,1
dum aloo main course,turiya patra vatana sabji,0
dum aloo main course,kuzhambu,0
dum aloo main course,kachori,0
dum aloo main course,handwo,0
dum aloo main course,upma,0
dum aloo main course,pav bhaji,0
dum aloo main course,malapua,0
poha snack,poha,1
poha snack,undhiyu,0
poha snack,kofta,0
poha snack,poriyal,0
poha snack,palak paneer,0
poha snack,pesarattu,0
poha snack,saath,0
poha snack,shukto,0
teekha poha,poha,1
teekha poha,doodhpak,0
teekha poha,pani puri,0
teekha poha,sohan papdi,0
teekha poha,makki di roti sarson da saag,0
teekha poha,beef fry,0
teekha poha,muthiya,0
teekha poha,gajar ka halwa,0
maharashtra poha,poha,1
maharashtra poha,chana masala,0
maharashtra poha,idiappam,0
maharashtra poha,sev khamani,0
maharashtra poha,avial,0
maharashtra poha,attu,0
maharashtra poha,sohan papdi,0
maharashtra poha,rasgulla,0
